i,t,m,Males 00-03,Females 00-03,Males 04-08,Females 04-08,Males 09-13,Females 09-13,Males 14-18,Females 14-18,Males 19-30,Females 19-30,Males 31-50,Females 31-50,Males 51-99,Females 51-99,log HSize,Rural
3613,2000,Suroccidente,0,0,0,2,1,1,2,1,1,0,1,1,0,0,2.302585093,1
3614,2000,Suroccidente,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1.098612289,1
3615,2000,Suroccidente,2,0,0,0,0,0,0,0,0,1,1,1,0,0,1.609437912,1
3616,2000,Suroccidente,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1.098612289,1
3617,2000,Suroccidente,0,0,0,0,1,2,0,0,0,0,1,1,0,0,1.609437912,1
3618,2000,Suroccidente,2,0,0,1,2,1,0,0,0,0,0,1,1,0,2.079441542,1
3619,2000,Suroccidente,1,0,2,0,1,0,0,0,1,1,0,0,1,0,1.945910149,1
3620,2000,Suroccidente,0,0,0,0,0,1,1,1,1,0,1,1,0,0,1.791759469,1
3621,2000,Suroccidente,0,0,1,1,1,1,0,0,0,0,0,0,1,1,1.791759469,1
3622,2000,Suroccidente,0,0,1,0,0,0,0,0,1,1,0,1,1,0,1.609437912,1
3623,2000,Suroccidente,1,0,2,0,0,0,0,0,1,1,0,0,0,1,1.791759469,1
3624,2000,Suroccidente,1,1,0,0,1,1,0,2,1,1,0,2,1,1,2.48490665,1
3625,2000,Suroccidente,1,2,0,0,0,0,0,0,1,2,1,1,0,0,2.079441542,1
3626,2000,Suroccidente,1,0,1,1,3,1,0,0,0,1,1,1,0,0,2.302585093,1
3627,2000,Suroccidente,4,0,1,3,0,1,1,0,2,2,0,1,1,0,2.772588722,1
3628,2000,Suroccidente,0,1,1,0,0,0,0,0,1,1,0,0,0,0,1.386294361,1
3629,2000,Suroccidente,0,0,0,0,0,1,0,1,1,0,0,1,0,1,1.609437912,1
3630,2000,Suroccidente,4,1,2,3,1,1,0,1,0,1,1,1,1,0,2.833213344,1
3631,2000,Suroccidente,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1.386294361,1
3632,2000,Suroccidente,2,0,0,1,0,0,0,0,1,1,0,0,0,0,1.609437912,1
3633,2000,Suroccidente,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.6931471806,1
3634,2000,Suroccidente,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.6931471806,1
3635,2000,Suroccidente,0,1,1,0,0,0,0,1,0,1,1,1,0,0,1.791759469,1
3636,2000,Suroccidente,1,0,2,0,1,1,0,0,0,1,0,0,0,0,1.791759469,1
3637,2000,Suroccidente,1,0,0,0,2,0,0,0,0,0,1,1,0,0,1.609437912,1
3638,2000,Suroccidente,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1.791759469,1
3639,2000,Suroccidente,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1.386294361,1
3640,2000,Suroccidente,0,0,2,0,1,1,1,0,0,0,1,1,0,0,1.945910149,1
3641,2000,Suroccidente,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
3642,2000,Suroccidente,0,1,2,0,0,0,0,0,0,1,1,0,0,0,1.609437912,1
3643,2000,Suroccidente,2,0,2,0,0,0,0,0,1,1,0,0,0,0,1.791759469,1
3644,2000,Suroccidente,0,0,0,0,2,0,1,0,0,0,0,1,1,0,1.609437912,1
3645,2000,Suroccidente,0,0,1,0,2,0,0,0,2,0,3,0,0,1,2.197224577,1
3646,2000,Suroccidente,0,0,1,0,0,1,0,1,1,0,0,1,0,0,1.609437912,1
3647,2000,Suroccidente,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1.098612289,1
3648,2000,Suroccidente,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1.098612289,1
3649,2000,Suroccidente,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.6931471806,1
3650,2000,Suroccidente,0,0,0,0,1,0,1,0,1,0,0,1,1,0,1.609437912,1
3651,2000,Suroccidente,0,1,0,2,0,0,0,0,1,1,0,0,0,0,1.609437912,1
3652,2000,Suroccidente,0,0,1,2,0,0,0,0,2,1,0,1,0,0,1.945910149,1
3653,2000,Suroccidente,0,0,0,0,0,0,0,2,1,0,0,0,0,1,1.386294361,1
3654,2000,Suroccidente,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1.386294361,1
3655,2000,Suroccidente,0,0,0,0,0,0,0,1,1,0,2,0,1,1,1.791759469,1
3656,2000,Suroccidente,1,0,1,0,1,0,0,0,0,2,1,0,0,1,1.945910149,1
3657,2000,Suroccidente,0,0,0,0,0,1,0,0,0,0,0,2,0,0,1.098612289,1
3658,2000,Suroccidente,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1.098612289,1
3659,2000,Suroccidente,0,0,1,0,1,0,1,1,0,0,0,1,1,0,1.791759469,1
3660,2000,Suroccidente,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1.386294361,1
3661,2000,Suroccidente,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
3662,2000,Suroccidente,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1.386294361,1
3663,2000,Suroccidente,0,0,0,0,0,0,1,2,0,1,1,1,0,0,1.791759469,1
3664,2000,Suroccidente,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0.6931471806,1
3665,2000,Suroccidente,1,0,0,1,2,1,1,0,0,1,1,1,1,0,2.302585093,1
3666,2000,Suroccidente,0,1,0,0,1,0,1,1,0,0,0,1,0,0,1.609437912,1
3667,2000,Suroccidente,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1.386294361,1
3668,2000,Suroccidente,2,0,0,1,1,0,0,1,0,0,1,1,0,0,1.945910149,1
3669,2000,Suroccidente,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1.386294361,1
3670,2000,Suroccidente,0,1,0,1,1,0,0,0,0,0,0,1,1,0,1.609437912,1
3671,2000,Suroccidente,0,0,0,1,0,0,1,0,0,0,1,1,0,0,1.386294361,1
3672,2000,Suroccidente,0,0,0,0,1,0,1,0,0,1,1,1,0,0,1.609437912,1
3673,2000,Suroccidente,1,0,0,0,0,1,2,1,1,0,0,0,1,0,1.945910149,1
3674,2000,Suroccidente,0,0,0,1,2,0,1,2,1,0,0,1,1,0,2.197224577,1
3675,2000,Suroccidente,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1.386294361,1
3676,2000,Suroccidente,1,0,0,1,1,1,0,0,0,1,1,0,0,0,1.791759469,1
3677,2000,Suroccidente,1,0,0,2,0,1,1,1,0,0,1,1,0,0,2.079441542,1
3678,2000,Suroccidente,0,0,1,0,0,1,0,2,0,0,1,1,0,1,1.945910149,1
3679,2000,Suroccidente,0,0,0,0,2,0,1,0,0,0,1,0,0,0,1.386294361,1
3680,2000,Suroccidente,1,0,0,0,0,0,0,0,1,0,0,1,1,0,1.386294361,1
3681,2000,Suroccidente,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.6931471806,1
3682,2000,Suroccidente,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1.386294361,1
3683,2000,Suroccidente,0,0,0,1,0,0,1,1,0,1,0,0,1,1,1.791759469,1
3684,2000,Suroccidente,0,1,0,1,2,0,0,0,0,0,1,1,0,0,1.791759469,1
3685,2000,Suroccidente,0,0,2,1,1,0,1,0,0,0,1,1,1,0,2.079441542,1
3686,2000,Suroccidente,0,0,0,0,0,0,0,2,0,0,1,1,0,0,1.386294361,1
3687,2000,Suroccidente,1,0,1,0,1,0,0,0,0,0,1,1,0,0,1.609437912,1
3688,2000,Suroccidente,0,0,1,0,1,0,1,0,0,0,0,0,1,1,1.609437912,1
3689,2000,Suroccidente,2,0,0,1,0,2,1,1,0,1,1,1,0,0,2.302585093,1
3690,2000,Suroccidente,0,1,1,0,2,0,1,0,0,0,1,1,0,0,1.945910149,1
3691,2000,Noroccidente,0,0,3,0,1,0,0,0,0,0,1,1,0,0,1.791759469,0
3692,2000,Noroccidente,0,0,0,0,1,0,0,1,1,1,1,1,0,0,1.791759469,0
3693,2000,Noroccidente,0,0,0,0,0,0,0,0,3,0,0,1,1,1,1.791759469,0
3694,2000,Noroccidente,2,0,0,0,0,0,0,0,3,1,0,1,1,1,2.197224577,0
3695,2000,Noroccidente,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1.386294361,0
3696,2000,Noroccidente,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.6931471806,0
3697,2000,Noroccidente,0,0,0,0,0,0,0,0,0,1,0,0,1,3,1.609437912,0
3698,2000,Noroccidente,0,0,1,0,0,0,2,0,0,1,0,0,0,0,1.386294361,0
3699,2000,Noroccidente,0,0,2,0,0,1,0,1,0,0,0,1,1,1,1.945910149,0
3700,2000,Noroccidente,0,2,1,0,1,0,0,0,0,1,0,0,1,1,1.945910149,0
3701,2000,Noroccidente,0,0,1,0,0,2,2,2,1,0,0,1,0,0,2.197224577,0
3702,2000,Noroccidente,0,1,0,0,1,0,1,1,0,0,0,1,0,0,1.609437912,0
3703,2000,Noroccidente,0,0,1,1,0,0,0,0,0,1,1,0,0,0,1.386294361,0
3704,2000,Noroccidente,0,1,0,0,1,0,0,0,1,3,0,1,0,1,2.079441542,0
3705,2000,Noroccidente,2,0,0,0,0,1,2,0,1,2,1,1,0,0,2.302585093,0
3706,2000,Noroccidente,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1.386294361,0
3707,2000,Noroccidente,0,2,0,0,0,0,0,0,0,1,1,0,0,0,1.386294361,0
3708,2000,Noroccidente,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1.098612289,0
3709,2000,Noroccidente,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1.098612289,0
3710,2000,Noroccidente,0,0,0,0,1,3,0,0,0,0,1,1,0,0,1.791759469,0
3711,2000,Noroccidente,1,1,0,1,0,0,0,0,1,1,1,0,1,1,2.079441542,0
3712,2000,Noroccidente,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3713,2000,Noroccidente,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.6931471806,0
3714,2000,Noroccidente,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1.098612289,0
3715,2000,Noroccidente,1,2,0,0,0,0,0,0,1,1,0,0,0,1,1.791759469,0
3716,2000,Noroccidente,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0.6931471806,0
3717,2000,Noroccidente,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1.386294361,0
3718,2000,Noroccidente,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1.098612289,0
3719,2000,Noroccidente,0,0,1,0,0,2,0,0,0,0,0,1,0,0,1.386294361,0
3720,2000,Noroccidente,0,0,0,0,0,0,0,0,0,2,0,1,0,0,1.098612289,0
3721,2000,Noroccidente,0,0,0,0,0,0,1,1,1,0,0,1,1,0,1.609437912,0
3722,2000,Noroccidente,2,1,1,0,0,0,0,0,1,1,0,1,1,1,2.197224577,0
3723,2000,Noroccidente,0,0,0,2,0,0,0,0,0,1,1,0,0,0,1.386294361,0
3724,2000,Noroccidente,0,3,0,0,0,0,0,0,0,1,1,0,0,0,1.609437912,0
3725,2000,Noroccidente,0,0,1,1,0,1,0,2,1,1,0,1,1,0,2.197224577,0
3726,2000,Noroccidente,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1.386294361,0
3727,2000,Noroccidente,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1.098612289,0
3728,2000,Noroccidente,0,1,1,0,1,0,0,0,0,0,1,1,0,0,1.609437912,0
3729,2000,Noroccidente,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1.098612289,0
3730,2000,Noroccidente,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3731,2000,Noroccidente,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1.386294361,0
3732,2000,Noroccidente,0,1,0,0,2,0,0,0,0,0,1,1,0,0,1.609437912,0
3733,2000,Noroccidente,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1.098612289,0
3734,2000,Noroccidente,1,0,0,1,1,0,0,0,0,0,0,1,0,0,1.386294361,0
3735,2000,Noroccidente,0,0,0,0,1,0,0,1,1,0,1,1,0,0,1.609437912,0
3736,2000,Noroccidente,0,0,0,0,0,0,0,0,0,2,1,1,0,0,1.386294361,0
3737,2000,Noroccidente,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
3738,2000,Noroccidente,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1.098612289,0
3739,2000,Noroccidente,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.6931471806,0
3740,2000,Noroccidente,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1.386294361,0
3741,2000,Noroccidente,0,0,0,1,0,0,1,0,0,1,0,1,1,0,1.609437912,0
3742,2000,Noroccidente,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1.098612289,0
3743,2000,Noroccidente,1,0,1,0,0,0,1,0,0,0,0,1,0,1,1.609437912,0
3744,2000,Noroccidente,0,0,0,0,2,1,0,0,0,0,1,1,0,0,1.609437912,0
3745,2000,Noroccidente,0,0,0,0,1,0,1,2,0,0,1,1,0,0,1.791759469,0
3746,2000,Noroccidente,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.6931471806,0
3747,2000,Noroccidente,0,0,0,0,2,0,1,0,0,0,1,1,0,0,1.609437912,0
3748,2000,Noroccidente,1,1,1,0,0,0,0,0,0,1,1,0,0,0,1.609437912,0
3749,2000,Noroccidente,1,0,0,0,2,0,0,0,0,0,1,1,0,0,1.609437912,0
3750,2000,Noroccidente,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.6931471806,0
3751,2000,Noroccidente,2,1,0,0,0,0,0,1,1,1,0,0,0,0,1.791759469,0
3752,2000,Noroccidente,2,0,0,1,0,0,0,0,0,1,1,0,0,0,1.609437912,0
3753,2000,Noroccidente,1,0,0,2,0,0,0,0,0,1,1,0,0,0,1.609437912,0
3754,2000,Noroccidente,1,1,0,0,0,0,1,1,1,0,1,1,0,0,1.945910149,0
3755,2000,Noroccidente,0,0,0,1,1,0,0,1,0,0,1,1,0,0,1.609437912,0
3756,2000,Noroccidente,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0.6931471806,0
3757,2000,Noroccidente,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1.098612289,0
3758,2000,Noroccidente,0,1,1,1,0,0,0,0,1,1,0,0,0,0,1.609437912,0
3759,2000,Noroccidente,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1.098612289,0
3760,2000,Noroccidente,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1.098612289,1
3761,2000,Noroccidente,0,1,0,1,1,1,2,0,0,0,1,1,0,0,2.079441542,1
3762,2000,Noroccidente,0,0,3,0,1,1,1,0,0,0,1,1,0,1,2.197224577,1
3763,2000,Noroccidente,0,0,0,0,0,1,2,0,0,0,1,1,0,0,1.609437912,1
3764,2000,Noroccidente,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.6931471806,1
3765,2000,Noroccidente,0,0,0,0,1,0,0,0,0,1,0,1,1,1,1.609437912,1
3766,2000,Noroccidente,0,0,0,0,1,1,3,0,0,0,1,1,0,0,1.945910149,1
3767,2000,Noroccidente,0,1,2,0,0,0,0,0,1,1,0,0,0,0,1.609437912,1
3768,2000,Noroccidente,0,1,0,0,0,0,0,0,1,1,0,0,1,1,1.609437912,1
3769,2000,Noroccidente,0,0,0,0,0,0,2,0,0,1,1,1,0,0,1.609437912,1
3770,2000,Noroccidente,0,2,1,0,1,1,2,1,1,0,1,1,0,0,2.397895273,1
3771,2000,Noroccidente,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1.386294361,1
3772,2000,Noroccidente,0,0,0,0,0,0,2,0,1,2,1,1,0,0,1.945910149,1
3773,2000,Noroccidente,1,1,1,1,0,2,0,0,0,0,1,1,0,0,2.079441542,1
3774,2000,Noroccidente,0,1,1,0,0,1,3,0,1,1,1,1,0,0,2.302585093,1
3775,2000,Noroccidente,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
3776,2000,Noroccidente,1,1,2,0,1,0,0,1,0,0,1,1,0,0,2.079441542,1
3777,2000,Noroccidente,1,0,1,0,0,1,0,2,1,1,0,0,1,1,2.197224577,1
3778,2000,Noroccidente,0,0,0,0,0,1,0,1,0,1,0,0,1,1,1.609437912,1
3779,2000,Noroccidente,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1.386294361,1
3780,2000,Noroccidente,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
3781,2000,Noroccidente,0,0,1,0,2,1,0,0,0,1,1,0,0,0,1.791759469,0
3782,2000,Noroccidente,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3783,2000,Noroccidente,0,0,0,0,0,1,1,0,0,1,1,1,0,0,1.609437912,0
3784,2000,Noroccidente,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1.386294361,0
3785,2000,Noroccidente,0,1,0,0,0,0,0,0,1,1,1,0,0,1,1.609437912,0
3786,2000,Noroccidente,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1.098612289,0
3787,2000,Noroccidente,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1.386294361,0
3788,2000,Noroccidente,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1.609437912,0
3789,2000,Noroccidente,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1.386294361,0
3790,2000,Noroccidente,0,0,1,0,1,2,0,0,0,0,1,1,0,0,1.791759469,0
3791,2000,Noroccidente,0,0,1,0,1,0,1,0,0,0,1,1,0,0,1.609437912,0
3792,2000,Noroccidente,0,0,0,0,2,0,1,1,0,0,1,1,0,0,1.791759469,1
3793,2000,Noroccidente,0,1,0,3,0,0,0,0,0,0,1,0,0,1,1.791759469,1
3794,2000,Noroccidente,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.6931471806,1
3795,2000,Noroccidente,0,0,0,0,0,1,2,0,0,0,0,1,0,0,1.386294361,1
3796,2000,Noroccidente,0,0,0,1,0,1,1,0,0,1,1,0,0,0,1.609437912,1
3797,2000,Noroccidente,0,1,1,0,0,0,0,0,1,1,0,0,0,0,1.386294361,1
3798,2000,Noroccidente,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1.098612289,1
3799,2000,Noroccidente,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1.098612289,1
3800,2000,Noroccidente,0,0,1,0,1,1,0,0,1,1,0,0,0,0,1.609437912,1
3801,2000,Noroccidente,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
3802,2000,Noroccidente,1,1,0,1,0,0,0,0,1,1,0,0,0,0,1.609437912,1
3803,2000,Noroccidente,0,2,2,3,0,0,1,0,1,2,0,0,0,0,2.397895273,1
3804,2000,Noroccidente,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1.098612289,1
3805,2000,Noroccidente,0,1,0,0,0,0,0,0,1,1,0,0,1,1,1.609437912,1
3806,2000,Noroccidente,0,0,0,0,0,0,0,0,1,0,0,1,2,1,1.609437912,1
3807,2000,Noroccidente,1,0,0,0,0,0,0,0,2,1,0,0,1,0,1.609437912,1
3808,2000,Noroccidente,1,0,1,1,0,0,0,0,1,1,0,0,0,0,1.609437912,1
3809,2000,Noroccidente,0,1,2,0,2,0,0,2,0,0,1,1,0,0,2.197224577,1
3810,2000,Noroccidente,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1.386294361,1
3811,2000,Noroccidente,0,0,0,0,0,2,1,0,1,0,1,1,0,0,1.791759469,1
3812,2000,Noroccidente,1,0,2,1,0,1,0,0,0,1,1,0,0,0,1.945910149,1
3813,2000,Noroccidente,2,0,1,1,1,1,1,1,1,0,1,1,0,0,2.397895273,1
3814,2000,Noroccidente,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1.098612289,1
3815,2000,Noroccidente,0,1,1,2,1,0,0,0,1,1,0,0,0,1,2.079441542,1
3816,2000,Noroccidente,1,0,0,2,1,0,1,0,0,0,1,1,0,0,1.945910149,1
3817,2000,Noroccidente,0,1,2,1,0,1,0,0,2,0,0,0,1,1,2.197224577,1
3818,2000,Noroccidente,0,2,1,1,0,0,0,0,1,1,0,0,0,0,1.791759469,1
3819,2000,Noroccidente,2,1,0,0,0,0,0,0,1,1,0,0,0,0,1.609437912,1
3820,2000,Noroccidente,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1.098612289,1
3821,2000,Noroccidente,0,1,1,1,1,1,0,1,1,0,1,1,0,0,2.197224577,1
3822,2000,Noroccidente,1,0,2,0,0,0,0,0,0,1,1,0,0,1,1.791759469,1
3823,2000,Noroccidente,0,0,0,1,1,0,1,3,1,0,1,1,0,0,2.197224577,1
3824,2000,Noroccidente,0,1,0,3,0,0,0,0,1,1,0,0,0,0,1.791759469,1
3825,2000,Noroccidente,0,0,0,0,2,0,1,0,0,0,1,1,0,0,1.609437912,1
3826,2000,Noroccidente,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1.386294361,1
3827,2000,Noroccidente,2,0,0,2,0,2,0,0,0,1,1,0,0,0,2.079441542,1
3828,2000,Noroccidente,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1.386294361,1
3829,2000,Noroccidente,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1.098612289,1
3830,2000,Noroccidente,0,2,0,1,0,0,0,0,1,1,0,0,1,1,1.945910149,1
3831,2000,Noroccidente,0,1,0,1,1,2,0,0,0,0,1,1,1,2,2.302585093,1
3832,2000,Noroccidente,0,0,0,0,0,2,1,0,0,0,0,1,1,0,1.609437912,1
3833,2000,Noroccidente,2,0,1,1,0,0,0,0,0,0,1,1,0,0,1.791759469,1
3834,2000,Noroccidente,0,0,1,0,1,0,2,0,0,1,0,0,1,1,1.945910149,1
3835,2000,Noroccidente,0,1,1,0,0,1,0,0,1,1,0,0,0,0,1.609437912,1
3836,2000,Noroccidente,2,0,0,0,0,0,0,0,1,1,0,0,0,0,1.386294361,1
3837,2000,Noroccidente,0,2,1,0,0,0,0,0,1,1,0,0,0,0,1.609437912,1
3838,2000,Noroccidente,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1.386294361,1
3839,2000,Noroccidente,0,0,2,0,1,1,1,1,0,0,1,1,0,0,2.079441542,1
3840,2000,Noroccidente,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1.386294361,1
3841,2000,Noroccidente,0,1,1,0,0,1,1,1,1,0,1,0,1,1,2.197224577,1
3842,2000,Noroccidente,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1.386294361,1
3843,2000,Noroccidente,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1.098612289,1
3844,2000,Noroccidente,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.6931471806,1
3845,2000,Noroccidente,0,0,0,2,0,0,0,0,1,1,0,0,0,0,1.386294361,1
3846,2000,Noroccidente,1,0,1,1,0,1,0,0,0,0,0,1,1,1,1.945910149,1
3847,2000,Noroccidente,1,0,1,1,0,0,1,1,1,0,0,1,0,0,1.945910149,1
3848,2000,Noroccidente,0,0,0,1,1,1,2,1,0,0,1,1,0,0,2.079441542,1
3849,2000,Noroccidente,0,1,1,0,0,0,0,0,1,1,0,0,0,0,1.386294361,1
3850,2000,Noroccidente,1,0,0,0,0,0,0,0,2,1,0,0,0,1,1.609437912,1
3851,2000,Noroccidente,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1.386294361,1
3852,2000,Noroccidente,0,2,1,2,2,0,2,0,0,1,1,1,0,0,2.48490665,1
3853,2000,Noroccidente,1,0,2,1,1,0,0,0,1,1,0,0,0,0,1.945910149,1
3854,2000,Noroccidente,1,0,2,0,0,1,0,0,0,0,1,1,0,0,1.791759469,1
3855,2000,Noroccidente,0,1,0,0,0,1,1,1,1,1,1,1,0,0,2.079441542,1
3856,2000,Noroccidente,0,0,0,2,1,0,1,0,0,0,1,1,0,0,1.791759469,1
3857,2000,Noroccidente,1,0,2,0,1,1,1,0,0,0,1,1,0,0,2.079441542,1
3858,2000,Noroccidente,1,0,1,0,1,2,1,1,0,1,1,1,0,0,2.302585093,1
3859,2000,Noroccidente,2,0,1,1,0,2,0,0,0,0,1,2,1,1,2.397895273,1
3860,2000,Noroccidente,0,1,0,1,1,2,0,3,1,0,1,1,0,0,2.397895273,1
3861,2000,Noroccidente,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.6931471806,1
3862,2000,Noroccidente,0,0,0,2,1,1,2,0,0,0,1,1,0,0,2.079441542,1
3863,2000,Noroccidente,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1.098612289,1
3864,2000,Noroccidente,2,0,1,2,0,2,1,0,0,0,1,1,0,0,2.302585093,1
3865,2000,Noroccidente,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.6931471806,1
3866,2000,Noroccidente,0,0,0,0,0,2,1,0,0,0,0,1,1,0,1.609437912,1
3867,2000,Noroccidente,0,2,2,1,2,0,0,1,0,0,1,1,0,0,2.302585093,1
3868,2000,Noroccidente,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1.098612289,1
3869,2000,Noroccidente,0,0,0,1,0,1,0,0,1,1,0,0,0,0,1.386294361,1
3870,2000,Noroccidente,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1.386294361,1
3871,2000,Noroccidente,0,1,0,1,0,1,2,0,0,0,0,1,1,0,1.945910149,1
3872,2000,Noroccidente,1,0,1,1,1,1,1,2,0,0,1,1,0,0,2.302585093,1
3873,2000,Noroccidente,2,0,1,1,0,0,1,0,0,3,1,0,1,0,2.302585093,1
3874,2000,Noroccidente,0,2,0,0,0,0,2,1,2,1,1,1,0,0,2.302585093,1
3875,2000,Noroccidente,0,3,1,1,0,0,0,0,1,1,0,0,0,1,2.079441542,1
3876,2000,Noroccidente,3,0,1,0,3,2,2,0,1,1,1,1,1,1,2.833213344,1
3877,2000,Noroccidente,0,0,0,0,0,0,2,1,0,2,0,0,0,1,1.791759469,1
3878,2000,Noroccidente,0,0,2,1,1,0,1,1,0,0,0,1,1,0,2.079441542,1
3879,2000,Noroccidente,1,1,1,2,1,0,0,0,0,1,0,0,0,0,1.945910149,1
3880,2000,Noroccidente,1,1,0,2,0,0,0,0,1,1,0,0,0,0,1.791759469,1
3881,2000,Noroccidente,0,1,0,2,1,0,0,1,0,0,1,1,0,0,1.945910149,1
3882,2000,Noroccidente,1,2,2,1,0,0,0,0,0,1,1,0,1,0,2.197224577,1
3883,2000,Noroccidente,1,2,0,2,0,2,1,1,2,2,1,1,0,0,2.708050201,1
3884,2000,Noroccidente,0,1,1,0,0,3,0,0,0,0,1,1,0,0,1.945910149,1
3885,2000,Noroccidente,0,0,0,0,0,2,3,0,0,0,1,1,0,0,1.945910149,1
3886,2000,Noroccidente,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1.386294361,1
3887,2000,Noroccidente,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
3888,2000,Noroccidente,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
3889,2000,Noroccidente,0,0,1,1,1,1,0,0,1,1,0,0,0,0,1.791759469,1
3890,2000,Noroccidente,0,0,0,0,0,1,1,0,2,0,0,1,1,0,1.791759469,1
3891,2000,Noroccidente,0,0,0,0,0,0,2,0,1,0,0,1,1,0,1.609437912,1
3892,2000,Noroccidente,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1.386294361,1
3893,2000,Noroccidente,0,0,0,0,0,1,1,0,1,0,0,0,1,1,1.609437912,1
3894,2000,Noroccidente,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1.386294361,0
3895,2000,Noroccidente,0,0,0,0,0,2,2,0,0,0,1,1,0,0,1.791759469,0
